ID,SMILES,NaClg/L,IE,TempK,Concentrationg/L
10163.0,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,24.53,0.9420000000000001,298.0,1.0
10164.0,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,24.53,0.622,298.0,0.1
10165.0,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,24.53,0.852,298.0,0.25
10166.0,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,24.53,0.9420000000000001,298.0,0.5
10167.0,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,24.53,0.963,298.0,1.0
10168.0,CCC(CO)C(O)CCCC(=O)Nc4ccc(C)c(NC(=O)OC(COC(=O)Nc2ccc(C)c(NC(=O)OCCOC(=O)Nc1ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c1)c2)CSCCN3CCCCCC3=O)c4.CC[NH+](CC)CC,24.53,0.603,298.0,0.1
10169.0,CCC(CO)C(O)CCCC(=O)Nc4ccc(C)c(NC(=O)OC(COC(=O)Nc2ccc(C)c(NC(=O)OCCOC(=O)Nc1ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c1)c2)CSCCN3CCCCCC3=O)c4.CC[NH+](CC)CC,24.53,0.732,298.0,0.25
10170.0,CCC(CO)C(O)CCCC(=O)Nc4ccc(C)c(NC(=O)OC(COC(=O)Nc2ccc(C)c(NC(=O)OCCOC(=O)Nc1ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c1)c2)CSCCN3CCCCCC3=O)c4.CC[NH+](CC)CC,24.53,0.852,298.0,0.5
10171.0,CCC(CO)C(O)CCCC(=O)Nc4ccc(C)c(NC(=O)OC(COC(=O)Nc2ccc(C)c(NC(=O)OCCOC(=O)Nc1ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c1)c2)CSCCN3CCCCCC3=O)c4.CC[NH+](CC)CC,24.53,0.929,298.0,1.0
10172.0,C=CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,35.0,0.7594,333.0,0.05
10173.0,OCCS,35.0,0.6622,333.0,0.05
10174.0,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,0.31,0.3259,333.0,0.001
10175.0,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,0.31,0.6178,333.0,0.0025
10176.0,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,0.31,0.7726000000000001,333.0,0.005
10177.0,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,0.31,0.8193,333.0,0.0075
10178.0,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,0.31,0.875,333.0,0.01
10179.0,Sc2nc1ccccc1[nH]2,0.31,0.8511,333.0,0.001
10180.0,Sc2nc1ccccc1[nH]2,0.31,0.8689,333.0,0.0025
10181.0,Sc2nc1ccccc1[nH]2,0.31,0.9,333.0,0.005
10182.0,Sc2nc1ccccc1[nH]2,0.31,0.9022,333.0,0.0075
10183.0,Sc2nc1ccccc1[nH]2,0.31,0.9222,333.0,0.01
10184.0,S=C(Nc1ccccc1)Nc2n[nH]c(=S)s2,38.58,0.9703,333.0,0.0026839200000000002
10185.0,S=C(Nc1ccccc1)Nc2n[nH]c(=S)s2,38.58,0.9906999999999999,333.0,0.0134196
10186.0,S=C(Nc1ccccc1)Nc2n[nH]c(=S)s2,38.58,0.9944,333.0,0.0268392
10187.0,S=C(Nc1ccccc1)Nc2n[nH]c(=S)s2,38.58,0.9953,333.0,0.0536784
10188.0,S=C(Nc1ccccc1)Nc2n[nH]c(=S)s2,38.58,0.9976999999999999,333.0,0.1073568
10189.0,CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],2.587,0.32439999999999997,333.0,0.025
10190.0,CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],2.587,0.4318,333.0,0.033
10191.0,CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],2.587,0.5653,333.0,0.05
10192.0,CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],2.587,0.7008,333.0,0.066
10193.0,CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],2.587,0.7171,333.0,0.075
10194.0,CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],2.587,0.7556999999999999,333.0,0.1
10195.0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],2.587,0.23440000000000003,333.0,0.025
10196.0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],2.587,0.40369999999999995,333.0,0.033
10197.0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],2.587,0.5142,333.0,0.05
10198.0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],2.587,0.5736,333.0,0.066
10199.0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],2.587,0.6470999999999999,333.0,0.075
10200.0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],2.587,0.7312000000000001,333.0,0.1
10201.0,COC7OC(CO)C(OC6OC(CO)C(OC5OC(CO)C(OC1OC(CO)C(C)C(O)C1/N=C(\C(=N\c2ccc(C(C)C)cc2)c3ccccn3)/c4ccccn4)C(O)C5N)C(O)C6NCC(O)C[N+](C)(C)C)C(O)C7N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C(\C(=N\c8ccc(C(C)C)cc8)c9ccccn9)/c%10ccccn%10)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C,80.0,0.6307,333.0,0.05
10202.0,COC7OC(CO)C(OC6OC(CO)C(OC5OC(CO)C(OC1OC(CO)C(C)C(O)C1/N=C(\C(=N\c2ccc(C(C)C)cc2)c3ccccn3)/c4ccccn4)C(O)C5N)C(O)C6NCC(O)C[N+](C)(C)C)C(O)C7N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C(\C(=N\c8ccc(C(C)C)cc8)c9ccccn9)/c%10ccccn%10)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C,80.0,0.706,333.0,0.1
10203.0,COC7OC(CO)C(OC6OC(CO)C(OC5OC(CO)C(OC1OC(CO)C(C)C(O)C1/N=C(\C(=N\c2ccc(C(C)C)cc2)c3ccccn3)/c4ccccn4)C(O)C5N)C(O)C6NCC(O)C[N+](C)(C)C)C(O)C7N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C(\C(=N\c8ccc(C(C)C)cc8)c9ccccn9)/c%10ccccn%10)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C,80.0,0.7587,333.0,0.3
