ID,SMILES,IE
10099.0,c2coc(CSSCc1ccco1)c2,0.9590000000000001
10100.0,c2coc(CSSCc1ccco1)c2,0.978
10101.0,c2coc(CSSCc1ccco1)c2,0.982
10102.0,c2coc(CSSCc1ccco1)c2,0.9840000000000001
10103.0,c2coc(CSSCc1ccco1)c2,0.991
10104.0,O=C(O)[C@@H]2CSC(c1ccccc1)N2,0.9679000000000001
10105.0,O=C(O)[C@@H]2CSC(c1ccccc1)N2,0.9725
10106.0,O=C(O)[C@@H]2CSC(c1ccccc1)N2,0.983
10107.0,O=C(O)[C@@H]2CSC(c1ccccc1)N2,0.9892
10108.0,O=C(O)[C@@H]2CSC(c1cccs1)N2,0.9825
10109.0,O=C(O)[C@@H]2CSC(c1cccs1)N2,0.9878
10110.0,O=C(O)[C@@H]2CSC(c1cccs1)N2,0.9926999999999999
10111.0,O=C(O)[C@@H]2CSC(c1cccs1)N2,0.9958
10112.0,CC1N2CCN1[Co]N7CCN([Co]N6CCN([Co]N5CCN([Co]N4CCN([Co]N3CCN([Co]2)C3C)C4C)C5C)C6C)C7C,0.76
10113.0,CC1N2CCN1[Co]N7CCN([Co]N6CCN([Co]N5CCN([Co]N4CCN([Co]N3CCN([Co]2)C3C)C4C)C5C)C6C)C7C,0.83
10114.0,CC1N2CCN1[Co]N7CCN([Co]N6CCN([Co]N5CCN([Co]N4CCN([Co]N3CCN([Co]2)C3C)C4C)C5C)C6C)C7C,0.9
10115.0,CC1N2CCN1[Co]N7CCN([Co]N6CCN([Co]N5CCN([Co]N4CCN([Co]N3CCN([Co]2)C3C)C4C)C5C)C6C)C7C,0.92
10116.0,CC1N2CCN1[Co]N7CCN([Co]N6CCN([Co]N5CCN([Co]N4CCN([Co]N3CCN([Co]2)C3C)C4C)C5C)C6C)C7C,0.97
10118.0,CN(C)c3ccc(C2NC(=S)Nc1[nH]c(=S)[nH]c(=O)c12)cc3,0.96
10119.0,CN(C)c3ccc(C2NC(=S)Nc1[nH]c(=S)[nH]c(=O)c12)cc3,0.97
10120.0,CN(C)c3ccc(C2NC(=S)Nc1[nH]c(=S)[nH]c(=O)c12)cc3,0.98
10121.0,CN(C)c3ccc(C2NC(=S)Nc1[nH]c(=S)[nH]c(=O)c12)cc3,0.55
10122.0,CN(C)c3ccc(C2NC(=S)Nc1[nH]c(=S)[nH]c(=O)c12)cc3,0.67
10123.0,CN(C)c3ccc(C2NC(=S)Nc1[nH]c(=S)[nH]c(=O)c12)cc3,0.81
10124.0,S=c2[nH]c1ccccc1[nH]2,0.83
10125.0,S=c2[nH]c1ccccc1[nH]2,0.87
10126.0,CCc1nnc(N)s1,0.44
10127.0,CCc1nnc(N)s1,0.8
10128.0,O=S(=O)([O-])c2ccc(O)c(/C=N/c1ccccn1)c2.[Na+],0.249
10129.0,O=S(=O)([O-])c2ccc(O)c(/C=N/c1ccccn1)c2.[Na+],0.326
10130.0,O=S(=O)([O-])c2ccc(O)c(/C=N/c1ccccn1)c2.[Na+],0.504
10131.0,O=S(=O)([O-])c2ccc(O)c(/C=N/c1ccccn1)c2.[Na+],0.6629999999999999
10132.0,O=S(=O)([O-])c2ccc(O)c(/C=N/c1ccccn1)c2.[Na+],0.838
10133.0,O=S(=O)([O-])c2ccc(O)c(/C=N/c1ccccn1)c2.[Na+],0.925
10134.0,O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccccc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],0.28300000000000003
